@RELATION "Short sentence similarity"

@ATTRIBUTE similar {yes, no}
@ATTRIBUTE diff_Tag_CC NUMERIC
@ATTRIBUTE diff_Tag_DT NUMERIC
@ATTRIBUTE diff_Tag_EX NUMERIC
@ATTRIBUTE diff_Tag_FW NUMERIC
@ATTRIBUTE diff_Tag_IN NUMERIC
@ATTRIBUTE diff_Tag_JJ NUMERIC
@ATTRIBUTE diff_Tag_JJR NUMERIC
@ATTRIBUTE diff_Tag_JJS NUMERIC
@ATTRIBUTE diff_Tag_LS NUMERIC
@ATTRIBUTE diff_Tag_MD NUMERIC
@ATTRIBUTE diff_Tag_NN NUMERIC
@ATTRIBUTE diff_Tag_NNS NUMERIC
@ATTRIBUTE diff_Tag_NNP NUMERIC
@ATTRIBUTE diff_Tag_NNPS NUMERIC
@ATTRIBUTE diff_Tag_PDT NUMERIC
@ATTRIBUTE diff_Tag_POS NUMERIC
@ATTRIBUTE diff_Tag_PRP NUMERIC
@ATTRIBUTE diff_Tag_PRP$ NUMERIC
@ATTRIBUTE diff_Tag_RB NUMERIC
@ATTRIBUTE diff_Tag_RBR NUMERIC
@ATTRIBUTE diff_Tag_RBS NUMERIC
@ATTRIBUTE diff_Tag_RP NUMERIC
@ATTRIBUTE diff_Tag_SYM NUMERIC
@ATTRIBUTE diff_Tag_TO NUMERIC
@ATTRIBUTE diff_Tag_UH NUMERIC
@ATTRIBUTE diff_Tag_VB NUMERIC
@ATTRIBUTE diff_Tag_VBD NUMERIC
@ATTRIBUTE diff_Tag_VBG NUMERIC
@ATTRIBUTE diff_Tag_VBN NUMERIC
@ATTRIBUTE diff_Tag_VBP NUMERIC
@ATTRIBUTE diff_Tag_VBZ NUMERIC
@ATTRIBUTE diff_Tag_WDT NUMERIC
@ATTRIBUTE diff_Tag_WRB NUMERIC
@ATTRIBUTE semSim_Tag_NN NUMERIC
@ATTRIBUTE semSim_Tag_NNS NUMERIC
@ATTRIBUTE semSim_Tag_NNP NUMERIC
@ATTRIBUTE semSim_Tag_NNPS NUMERIC
@ATTRIBUTE semSim_Tag_VB NUMERIC
@ATTRIBUTE semSim_Tag_VBD NUMERIC
@ATTRIBUTE semSim_Tag_VBG NUMERIC
@ATTRIBUTE semSim_Tag_VBN NUMERIC
@ATTRIBUTE semSim_Tag_VBP NUMERIC
@ATTRIBUTE semSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_CC NUMERIC
@ATTRIBUTE lexSim_Tag_DT NUMERIC
@ATTRIBUTE lexSim_Tag_EX NUMERIC
@ATTRIBUTE lexSim_Tag_FW NUMERIC
@ATTRIBUTE lexSim_Tag_IN NUMERIC
@ATTRIBUTE lexSim_Tag_JJ NUMERIC
@ATTRIBUTE lexSim_Tag_JJR NUMERIC
@ATTRIBUTE lexSim_Tag_JJS NUMERIC
@ATTRIBUTE lexSim_Tag_LS NUMERIC
@ATTRIBUTE lexSim_Tag_MD NUMERIC
@ATTRIBUTE lexSim_Tag_NN NUMERIC
@ATTRIBUTE lexSim_Tag_NNS NUMERIC
@ATTRIBUTE lexSim_Tag_NNP NUMERIC
@ATTRIBUTE lexSim_Tag_NNPS NUMERIC
@ATTRIBUTE lexSim_Tag_PDT NUMERIC
@ATTRIBUTE lexSim_Tag_POS NUMERIC
@ATTRIBUTE lexSim_Tag_PRP NUMERIC
@ATTRIBUTE lexSim_Tag_PRP$ NUMERIC
@ATTRIBUTE lexSim_Tag_RB NUMERIC
@ATTRIBUTE lexSim_Tag_RBR NUMERIC
@ATTRIBUTE lexSim_Tag_RBS NUMERIC
@ATTRIBUTE lexSim_Tag_RP NUMERIC
@ATTRIBUTE lexSim_Tag_SYM NUMERIC
@ATTRIBUTE lexSim_Tag_TO NUMERIC
@ATTRIBUTE lexSim_Tag_UH NUMERIC
@ATTRIBUTE lexSim_Tag_VB NUMERIC
@ATTRIBUTE lexSim_Tag_VBD NUMERIC
@ATTRIBUTE lexSim_Tag_VBG NUMERIC
@ATTRIBUTE lexSim_Tag_VBN NUMERIC
@ATTRIBUTE lexSim_Tag_VBP NUMERIC
@ATTRIBUTE lexSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_WDT NUMERIC
@ATTRIBUTE lexSim_Tag_WRB NUMERIC
@ATTRIBUTE diffNouns NUMERIC
@ATTRIBUTE semSimNouns NUMERIC
@ATTRIBUTE lexSimNouns NUMERIC
@ATTRIBUTE diffVerbs NUMERIC
@ATTRIBUTE semSimVerbs NUMERIC
@ATTRIBUTE lexSimVerbs NUMERIC
@ATTRIBUTE diff_Dep_auxpass NUMERIC
@ATTRIBUTE semSim_Dep_auxpass NUMERIC
@ATTRIBUTE lexSim_Dep_auxpass NUMERIC
@ATTRIBUTE diff_Dep_cop NUMERIC
@ATTRIBUTE semSim_Dep_cop NUMERIC
@ATTRIBUTE lexSim_Dep_cop NUMERIC
@ATTRIBUTE diff_Dep_conj NUMERIC
@ATTRIBUTE semSim_Dep_conj NUMERIC
@ATTRIBUTE lexSim_Dep_conj NUMERIC
@ATTRIBUTE diff_Dep_cc NUMERIC
@ATTRIBUTE semSim_Dep_cc NUMERIC
@ATTRIBUTE lexSim_Dep_cc NUMERIC
@ATTRIBUTE diff_Dep_nsubj NUMERIC
@ATTRIBUTE semSim_Dep_nsubj NUMERIC
@ATTRIBUTE lexSim_Dep_nsubj NUMERIC
@ATTRIBUTE diff_Dep_csubj NUMERIC
@ATTRIBUTE semSim_Dep_csubj NUMERIC
@ATTRIBUTE lexSim_Dep_csubj NUMERIC
@ATTRIBUTE diff_Dep_dobj NUMERIC
@ATTRIBUTE semSim_Dep_dobj NUMERIC
@ATTRIBUTE lexSim_Dep_dobj NUMERIC
@ATTRIBUTE diff_Dep_iobj NUMERIC
@ATTRIBUTE semSim_Dep_iobj NUMERIC
@ATTRIBUTE lexSim_Dep_iobj NUMERIC
@ATTRIBUTE diff_Dep_pobj NUMERIC
@ATTRIBUTE semSim_Dep_pobj NUMERIC
@ATTRIBUTE lexSim_Dep_pobj NUMERIC
@ATTRIBUTE diff_Dep_attr NUMERIC
@ATTRIBUTE semSim_Dep_attr NUMERIC
@ATTRIBUTE lexSim_Dep_attr NUMERIC
@ATTRIBUTE diff_Dep_ccomp NUMERIC
@ATTRIBUTE semSim_Dep_ccomp NUMERIC
@ATTRIBUTE lexSim_Dep_ccomp NUMERIC
@ATTRIBUTE diff_Dep_xcomp NUMERIC
@ATTRIBUTE semSim_Dep_xcomp NUMERIC
@ATTRIBUTE lexSim_Dep_xcomp NUMERIC
@ATTRIBUTE diff_Dep_mark NUMERIC
@ATTRIBUTE semSim_Dep_mark NUMERIC
@ATTRIBUTE lexSim_Dep_mark NUMERIC
@ATTRIBUTE diff_Dep_rel NUMERIC
@ATTRIBUTE semSim_Dep_rel NUMERIC
@ATTRIBUTE lexSim_Dep_rel NUMERIC
@ATTRIBUTE diff_Dep_acomp NUMERIC
@ATTRIBUTE semSim_Dep_acomp NUMERIC
@ATTRIBUTE lexSim_Dep_acomp NUMERIC
@ATTRIBUTE diff_Dep_agent NUMERIC
@ATTRIBUTE semSim_Dep_agent NUMERIC
@ATTRIBUTE lexSim_Dep_agent NUMERIC
@ATTRIBUTE diff_Dep_ref NUMERIC
@ATTRIBUTE semSim_Dep_ref NUMERIC
@ATTRIBUTE lexSim_Dep_ref NUMERIC
@ATTRIBUTE diff_Dep_expl NUMERIC
@ATTRIBUTE semSim_Dep_expl NUMERIC
@ATTRIBUTE lexSim_Dep_expl NUMERIC
@ATTRIBUTE diff_Dep_advcl NUMERIC
@ATTRIBUTE semSim_Dep_advcl NUMERIC
@ATTRIBUTE lexSim_Dep_advcl NUMERIC
@ATTRIBUTE diff_Dep_purpcl NUMERIC
@ATTRIBUTE semSim_Dep_purpcl NUMERIC
@ATTRIBUTE lexSim_Dep_purpcl NUMERIC
@ATTRIBUTE diff_Dep_tmod NUMERIC
@ATTRIBUTE semSim_Dep_tmod NUMERIC
@ATTRIBUTE lexSim_Dep_tmod NUMERIC
@ATTRIBUTE diff_Dep_rcmod NUMERIC
@ATTRIBUTE semSim_Dep_rcmod NUMERIC
@ATTRIBUTE lexSim_Dep_rcmod NUMERIC
@ATTRIBUTE diff_Dep_amod NUMERIC
@ATTRIBUTE semSim_Dep_amod NUMERIC
@ATTRIBUTE lexSim_Dep_amod NUMERIC
@ATTRIBUTE diff_Dep_infmod NUMERIC
@ATTRIBUTE semSim_Dep_infmod NUMERIC
@ATTRIBUTE lexSim_Dep_infmod NUMERIC
@ATTRIBUTE diff_Dep_partmod NUMERIC
@ATTRIBUTE semSim_Dep_partmod NUMERIC
@ATTRIBUTE lexSim_Dep_partmod NUMERIC
@ATTRIBUTE diff_Dep_num NUMERIC
@ATTRIBUTE semSim_Dep_num NUMERIC
@ATTRIBUTE lexSim_Dep_num NUMERIC
@ATTRIBUTE diff_Dep_number NUMERIC
@ATTRIBUTE semSim_Dep_number NUMERIC
@ATTRIBUTE lexSim_Dep_number NUMERIC
@ATTRIBUTE diff_Dep_appos NUMERIC
@ATTRIBUTE semSim_Dep_appos NUMERIC
@ATTRIBUTE lexSim_Dep_appos NUMERIC
@ATTRIBUTE diff_Dep_advmod NUMERIC
@ATTRIBUTE semSim_Dep_advmod NUMERIC
@ATTRIBUTE lexSim_Dep_advmod NUMERIC
@ATTRIBUTE diff_Dep_neg NUMERIC
@ATTRIBUTE semSim_Dep_neg NUMERIC
@ATTRIBUTE lexSim_Dep_neg NUMERIC
@ATTRIBUTE diff_Dep_poss NUMERIC
@ATTRIBUTE semSim_Dep_poss NUMERIC
@ATTRIBUTE lexSim_Dep_poss NUMERIC
@ATTRIBUTE diff_Dep_possessive NUMERIC
@ATTRIBUTE semSim_Dep_possessive NUMERIC
@ATTRIBUTE lexSim_Dep_possessive NUMERIC
@ATTRIBUTE diff_Dep_prt NUMERIC
@ATTRIBUTE semSim_Dep_prt NUMERIC
@ATTRIBUTE lexSim_Dep_prt NUMERIC
@ATTRIBUTE diff_Dep_det NUMERIC
@ATTRIBUTE semSim_Dep_det NUMERIC
@ATTRIBUTE lexSim_Dep_det NUMERIC
@ATTRIBUTE diff_Dep_prep NUMERIC
@ATTRIBUTE semSim_Dep_prep NUMERIC
@ATTRIBUTE lexSim_Dep_prep NUMERIC
@ATTRIBUTE diff_Dep_xsubj NUMERIC
@ATTRIBUTE semSim_Dep_xsubj NUMERIC
@ATTRIBUTE lexSim_Dep_xsubj NUMERIC
@ATTRIBUTE diff_All NUMERIC
@ATTRIBUTE overallLexsim NUMERIC

@DATA
yes,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.899769688436,0,0,0,0,0.44944456796,0,0.832050294338,0,0,1.0,1.0,0,0,0.877338483425,0.707106781187,0,0,0,0,0.87614899365,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.551020216971,0,0.731893974431,0,0,0,0,0,0.798331631993,0.769055726292,2,0.546246778569,0.561918529364,3,0,0,0,0,0,0,0.143587294375,0.280201770308,0,0.25,0.533333333333,0,0.225,0.302380952381,0,0,0,0,0,0,0,0,0,1,0.733439909511,0.733439909511,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0,1.0,0,0,0,3,0,0,0,1.0,1.0,1,0.413194444444,0.471031746032,0,0,0,4,0.771089160166
no,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.851851851852,1.0,0,0,0,0,0,0,0,0.759256602365,1.0,1.0,0,0,0.366687502256,0.631959555883,1.0,0,0,0,0.83914032153,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735931011762,0,0,1,0.891042111214,0.882041233868,1,0.657534246575,0.536094780451,0,0,0,0,0,0,0,0.0350252212884,0.0416666666667,0,0.0666666666667,0.0833333333333,2,0.546553630753,0.508728805766,0,0,0,2,0.303327312051,0.277650427281,0,0,0,0,0,0.0134660172082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0.666666666667,0.666666666667,0,0,0,0,0,0,3,0.75,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0277777777778,0.047619047619,0,0,0,7,0.787915630358
yes,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.877654196158,0.75568908279,0.869363417034,0,0,0.620041566507,0,0,0,0,1.0,1.0,0,0,0.962250448649,1.0,0,0,0,0,0.877654196158,0.767643704758,0.846847685139,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0.489824890874,0,0,0,0,0,0,2,0.948331669741,0.918154612385,0,0.80622577483,0.728445160932,0,0,0,0,0.52973154718,0.52973154718,0,1.0,1.0,0,1.0,1.0,1,0.589066129011,0.541312848303,0,0,0,1,0.135007467362,0.012012471234,0,0,0,1,0.73257535925,0.73257535925,0,0,0,0,0.166666666667,0.0140097497749,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,1.0,1.0,1,0.875,0.875,0,0,0,2,0.920735520927
no,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.806795873614,0.849044513514,0,0,0,0,0,0,0,0,0.707106781187,0.539795619049,0,0,1.0,1.0,0,0,0,0,0.766775389897,0.763687758116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.816074166645,0.767120297514,1,0.337760264737,0.145064217017,0,0,0,0,0,0,1,0.0288461538462,0.0535014141471,1,0.0576923076923,0.10546875,0,0.132432886795,0.0320917233667,0,0,0,4,0.09375,0.0403733750215,0,0,0,1,0.395537278681,0.378627574961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545455,0.5078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0576923076923,0.0208333333333,1,0.75,0.57421875,0,0,0,7,0.794672806753
no,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,1.0,1.0,0,0.813733471207,0,0.165517241379,0,0,0,0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0.219512195122,1.0,0,0,0,0,1.0,0,1.0,1.0,0,0.735931011762,0,0.165517241379,0,0,1,0.346735135099,0.0541116040603,1,0.680029104916,0.754069042416,0,1.0,1.0,0,0,0,0,0,0,0,0,0,6,0.230948010911,0.206724000372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666667,0,1.0,1.0,3,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0.180009956482,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0.646436157629
yes,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.849044513514,0.927441611463,1.0,0,0,0,0.727272727273,1.0,0,1.0,1.0,0,0,0.864158565218,0,0,0,0,0,1.0,0.829874368626,0.932007033244,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.592550790068,1.0,0,0,0,1,0.939278937381,0.942556133439,0,0.816326530612,0.742385667533,0,0,0,0,0,0,0,0.0487169755698,0.0138888888889,0,0.0909090909091,0.0277777777778,0,0.25,0.0952380952381,0,0,0,3,0,0,0,0,0,1,0.833333333333,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.666666666667,0.666666666667,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,1.0,1.0,0,0,0,0,1.0,1.0,1,0.47346394441,0.438303724854,0,0,0,4,0.87000891563
yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1.0,1.0,0,0,0.759256602365,0.548719056115,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.789352217376,0.4976460365,0,0,0,0,0,0,0,1.0,1.0,1,0.579165967484,0.653602953936,0,0,0,0,1.0,1.0,0,0,0,0,0,0,6,0.389738901183,0.39375,0,0,0,0,0.0714285714286,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0375,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0,1.0,1,0,0,0,0,0,3,0.845391087485
no,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.759256602365,1.0,1.0,0,0,1.0,0,0,0.763386285369,0,0,1.0,0,0,0.596284794,0.780988674052,0,0,0,0,0.728848072094,1.0,1.0,0,0,0,0,0,0.0570962479608,0,0,0,0,0,0,0,1.0,0,0,0.763386285369,0,0,0,1,0.91785703596,0.901304887575,2,0.776395324284,0.795363986129,0,0,0,3,0,0,0,0,0,3,0,0,3,0.451388888889,0.451388888889,0,0,0,0,0,0,0,0,0,1,0.375,0.375,0,0,0,0,0.52973154718,0.52973154718,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0,0.869206536485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.0141666890197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666667,0,1,0.0441941738242,0.011048543456,0,0,0,5,0.776484470755
no,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.387760713721,0,0.89625815953,0,0,1.0,0,0,0,0,0,0.707106781187,0,0,0.733227371026,1.0,0,0,0,0,0.348605802356,0,0.89625815953,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0.642823782449,0.65862537376,0,0.763762615826,0.720140406445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359123025323,0.345768973904,0,0,0,0,0.5,0.5,0,0,0,1,0.473480934144,0.473480934144,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769231,0,0,0,0,0,0,0,0,0,0,3,0.0378787878788,0.0396825396825,1,0.594551282051,0.583333333333,0,0,0,1,0.776668218329
yes,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.747244235654,0.763386285369,0.816496580928,0,1.0,0,0,0,0,0,0,0.894427191,0,0,1.0,0.551497764955,0,0,0,0,0.699310382264,0.715095916043,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0.762523984264,0.540762000513,1,0.530496802821,0.594632903136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.26626027236,0.354369923026,0,0,0,0,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.30036233994,0.272900218728,0,0.545454545455,0.5125,0,0,0,5,0.778370138087
yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5508671465,1.0,0.477342819101,0,0,0.76371554408,0,0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0.474680267424,1.0,0.43771964793,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.714742126883,0,0,0,0,0,0,2,0.601941046558,0.570657288303,0,0.76371554408,0.714742126883,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0.703703703704,0.691358024691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325570490279,0.300208337697,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,2,0.75489166105
no,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.0,0.603703429943,0,0.180327868852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.603703429943,0,0,0,0,0,0,0,0,0,0,0,0,0.142131979695,0,0,0,0,0,0,0,1,0.679324903363,0.646630647337,0,0.284054228535,0.142131979695,3,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.524554918681
yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.0,0,0.809338521401,0,0,0,0,0,0,0,0,0.5,0,0,1.0,0,0,0,0,0,1.0,0,0.771817279881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872727272727,0.847851586031,1,0.337760264737,0.361098090358,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.772626933166,0.754860160926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.263888888889,0,0.555555555556,0.505050505051,0,0,0,2,0.759450166684
no,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.765619503355,0,0.825466861961,0,1.0,0.789352217376,0,0,0,0,0,0.962250448649,0,0,0.857492925713,0.813733471207,0,0,0,0,0.717566088144,0,0.825466861961,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0.813733471207,0,0,0,0,0,0,0,0.786568730015,0.782691980526,1,0.864158565218,0.878458591919,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1,0.75,0.75,3,0.401915048451,0.53033008589,0,0,0,1,0.75,0.75,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0.681818181818,0.671296296296,1,0.75,0.75,0,0,0,3,0.866644964082
no,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.743954899691,0.768221279597,0,0,0,0.0905357460425,0,0,0,0,1.0,0,0,0,0.707106781187,0,0,0,0,0,0.720412141536,0.730271413519,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,2,0.7279685896,0.64500194842,2,0.187267721343,0.0863508705214,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0.0255843472999,0,0,0,3,0.0169033025077,0.0416666666667,0,0,0,2,0.314155809749,0.314155809749,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.5,0.603553390593,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.09375,0,0,0,0,4,0.597030264451
no,1,0,0,0,1,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.651533648083,0.75568908279,0.560534045541,0,0.586129463503,0.789352217376,0,0,0,0,0,0.0,0,0,0,0.707106781187,0,0,0,0,0.627624727143,0.717135133311,0.575396455569,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0.60736196319,0.773957299203,0,0,0,0,0,0,1,0.616930236077,0.608107071827,0,0.625202416391,0.590311502963,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,0.5078125,0,0,0,0,1.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0.0357142857143,0.00892857142857,2,0,0,0,0,0,2,0.656087590651
yes,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1.0,0,0,0,1.0,0,0,0,0.484223388739,0,1.0,0.707106781187,0,0,1.0,0.730271413519,0,0,0,0,1.0,0,0,0,0,0,0.904534033733,0,0.219512195122,0,0,0,0,1.0,0,1.0,0,0,0,0.513305250734,0,0,0,1,0.889053262965,0.873986267342,1,0.588068835153,0.586596304348,0,0,0,0,0,0,1,0,0,2,0.0769230769231,0.125,6,0.0475312986218,0.0565457216987,0,0,0,9,0,0,0,0,0,1,0.75,0.75,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0.5,0.5,0,0,0,0,0.817259044138
